,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
884,"17 Dunsany CRES, Toronto, ON, M9R 3W7",Semi-Detached,,Finished,Brick,,,,4,2.0,"Park, Public Transit, Schools",32.51 x 125 FT,,3.0,2.0,73.83000000000001,,,,"$789,900"
885,"3 MASTERS RD, Toronto, Ontario, M2P 1Z5",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,7.0,"Park, Public Transit",59.34 x 112.4 FT ; North: 65 Ft & East: 109.12 Per Survey,Garage,8.0,2.0,278.08,"Wooded area, Ravine",,,"$6,188,000"
886,"18 ADDISON CRES, Toronto, Ontario, M3B 1K8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,6.0,"Hospital, Park, Schools",55 x 110 FT,Garage,6.0,2.0,197.39,Conservation/green belt,,,"$3,299,000"
887,"48 SMITHWOOD DR, Toronto, Ontario, M9B 4R9",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,,62.33 x 105.5 FT,Garage,6.0,2.0,146.0,,,,"$1,899,000"
888,"118 NYMARK AVE, Toronto, Ontario, M2J 2H4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,2.0,"Hospital, Park, Public Transit, Schools",50.62 x 124.43 FT,Garage,6.0,2.0,136.6,,,,"$1,530,000"
889,"112 COMBE AVE, Toronto, Ontario, M3H 4J9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",63 x 115 FT,Detached garage,5.0,1.0,,,,,"$1,490,000"
890,"27 GLENGROVE AVE E, Toronto, Ontario, M4N 1E6",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park",51.41 x 135 FT,Detached garage,6.0,3.0,191.6,"Cul-de-sac, Ravine",,,"$4,395,000"
891,"42 HEMFORD CRES, Toronto, Ontario, M3B 2S5",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit, Schools",60 x 115 FT ; R/I H-E-A-Ted Drvway:Prof Landscaped,Garage,8.0,2.0,199.85,Ravine,,Community Centre,"$3,488,000"
892,"109 BANFF RD, Toronto, Ontario, M4P 2P6",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,4.0,,25 x 100 FT,Garage,2.0,2.0,175.64,,,,"$2,160,000"
893,"106A PEMBROKE ST, Toronto, Ontario, M5A 2N8",Townhouse,Row / Townhouse,Unfinished,Brick,,Freehold,Single Family,9,12.0,"Park, Public Transit",17.72 x 138 FT,,2.0,3.0,,Lane,,,"$1,999,900"
894,"3 FORTHBRIDGE CRES, Toronto, Ontario, M3M 1Z9",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park",50 x 120 FT,Garage,5.0,2.0,175.35,,,,"$1,888,500"
895,"3 CARDINAL PL, Toronto, Ontario, M4N 2S2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",28 x 110 FT,,2.0,2.0,82.58000000000001,,,Community Centre,"$1,750,000"
896,"10 HAVENDALE RD, Toronto, Ontario, M1S 1C8",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,3+2,4.0,,45 x 122.5 FT,Garage,5.0,1.0,79.98,,,,"$1,248,000"
897,"19 WHITE AVE, Toronto, Ontario, M6N 1S7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,25 x 110 FT,Attached garage,3.0,2.0,95.04,Lane,,,"$1,200,000"
898,"205 ROXANNE CRES, Toronto, Ontario, M1V 4G4",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,4+3,4.0,,24.9 x 145.99 FT,Attached garage,5.0,2.0,90.4,,,,"$1,068,000"
899,"55 WEST OAK CRES, Toronto, Ontario, M9N 3Z5",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",18.05 x 166.22 FT,Attached garage,2.0,2.0,106.15,,,,"$799,999"
900,"85 CELESTE DR, Toronto, Ontario, M1E 2V5",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,40 x 73.81 FT,Carport,3.0,2.0,,,,,"$659,000"
901,"71 THE BRIDLE PATH, Toronto, Ontario, M3B 2B2",Detached,House,Finished,Stone,Yes,Freehold,Single Family,5+4,13.0,"Hospital, Park, Public Transit",246.38 x 353.63 FT ; Irregular,Garage,31.0,2.0,522.0999999999998,,,,"$32,000,000"
902,"112 WARREN RD, Toronto, Ontario, M4V 2S1",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,6+1,7.0,"Public Transit, Schools",75 x 173 FT,Attached garage,6.0,3.0,345.6,,,,"$9,700,000"
903,"64 OLD FOREST HILL RD, Toronto, Ontario, M5P 2R2",Detached,House,Finished,Stone,Yes,Freehold,Single Family,5+1,7.0,,155 x 140 FT ; Irreg. As Per Survey 213Ft,Garage,10.0,3.0,,,,,"$9,500,000"
904,"31 GLENAYR RD, Toronto, Ontario, M5P 3B9",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5+1,7.0,,50 x 135.33 FT,Attached garage,4.0,2.0,280.76,"Wooded area, Ravine",,,"$9,199,000"
905,"9 POST RD, Toronto, Ontario, M3B 0A1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,7+1,10.0,"Park, Public Transit, Schools",137.66 x 117.45 FT ; Pie-Shpd:171.45' Bck Widen/Park-Like:Sur,Garage,23.0,2.0,271.91,Ravine,,Community Centre,"$8,800,000"
906,"218 VESTA DR, Toronto, Ontario, M5P 2Z9",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+2,8.0,"Hospital, Park, Public Transit, Schools",45 x 130 FT,Attached garage,6.0,2.0,183.81,,,,"$7,499,000"
907,"59 HI MOUNT DR, Toronto, Ontario, M2K 1X3",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+1,6.0,,275 x 346 FT ; 2.27 Acres**N 400' E 355'-Best/Unique La,Attached garage,23.0,2.0,222.62,"Cul-de-sac, Wooded area, Ravine, Conservation/green belt",,,"$7,388,000"
908,"81 DUNLOE RD, Toronto, Ontario, M5P 2T7",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,7+1,9.0,,50 x 120.5 FT,Garage,6.0,3.0,269.23,,,,"$7,295,000"
909,"370 GLENCAIRN AVE, Toronto, Ontario, M5N 1V1",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+1,7.0,"Hospital, Park, Schools",50 x 174 FT,Garage,7.0,2.0,182.93,,,,"$6,595,000"
910,"10 ALEXANDRA WOOD, Toronto, Ontario, M5N 2S1",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,6+1,11.0,,95 x 150.33 FT,Garage,6.0,2.0,279.71,,,,"$5,999,000"
911,"84 ALDERSHOT CRES, Toronto, Ontario, M2P 1M1",Detached,House,Finished,Stone,Yes,Freehold,Single Family,5+2,8.0,Schools,60.01 x 125 FT,Attached garage,6.0,2.0,267.7,Sloping,,,"$5,988,000"
912,"12 TETBURY CRES, Toronto, Ontario, M3A 3G3",Detached,House,Finished,"Stone, Wood",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",73.06 x 137.53 FT ; *Pie-Shaped Back(127.76Ft)-Quiet St*,Garage,9.0,2.0,212.16,"Wooded area, Ravine",,,"$5,580,000"
913,"307 BLYTHWOOD RD, Toronto, Ontario, M4N 1A7",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,7,5.0,"Hospital, Park, Public Transit, Schools",105 x 250 FT ; **Ravine-Orlkng Sherwood Park*168.17Ft**,,4.0,3.0,274.97,Ravine,,,"$5,580,000"
914,"228 STIBBARD AVE, Toronto, Ontario, M4P 2C3",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,7,5.0,"Hospital, Park, Public Transit, Schools",105 x 250 FT ; *Ravine-Ovrkng Sherwood Park*168.17Ft*,,4.0,3.0,274.97,Ravine,,,"$5,580,000"
915,"114 HAZELTON AVE, Toronto, Ontario, M5R 2E5",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3+1,4.0,,17.5 x 148.7 FT ; Legal Description In Sched C Sub To Row,Detached garage,2.0,3.0,183.92,Lane,,,"$4,988,000"
916,"103 DUNLOE RD, Toronto, Ontario, M5P 2T7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,5.0,"Public Transit, Schools","66 x 120 FT ; Irregular As Per Survey Dated June, 2013",Garage,4.0,2.0,219.4,,,,"$4,890,000"
917,"53 CITATION DR, Toronto, Ontario, M2K 1S5",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5+1,8.0,,60 x 149 FT,Attached garage,6.0,2.0,267.18,Ravine,,,"$4,888,000"
918,"94 HARBORD ST, Toronto, Ontario, M5S 1G6",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,9+1,5.0,,20.94 x 110 FT ; 4 Irregular,Garage,3.0,2.0,177.79000000000005,Lane,,,"$4,800,000"
919,"4 IVOR RD, Toronto, Ontario, M4N 2H4",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,5+1,6.0,,51.84 x 160.19 FT ; *Fully Landscaped-Close To Yonge St*,Garage,7.0,2.0,242.87,,,,"$4,588,000"
920,"72 FARNHAM AVE, Toronto, Ontario, M4V 1H4",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,6.0,,24.67 x 166 FT ; See Survey Attached,,1.0,3.0,135.19000000000003,,,,"$4,490,000"
921,"250 DUNVIEW AVE, Toronto, Ontario, M2N 4J2",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+2,6.0,"Park, Schools",52 x 135.66 FT ; Fully Landscaped-Quiet St-Stone/Brick Ex,Garage,8.0,2.0,282.77,Cul-de-sac,,Community Centre,"$4,488,000"
922,"311 HILLHURST BLVD, Toronto, Ontario, M6B 1M9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+2,7.0,"Park, Public Transit, Schools",59 x 128 FT,Garage,6.0,2.0,331.27,,,,"$4,340,000"
923,"300 HILLHURST BLVD, Toronto, Ontario, M6B 1N1",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,5+1,7.0,,50 x 125 FT,Garage,3.0,2.0,259.17,,,,"$4,095,000"
924,"90 UPPER CANADA DR, Toronto, Ontario, M2P 1S4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5+1,9.0,"Park, Public Transit, Schools",60 x 150 FT ; H-E-A-Ted Circular Dvwy-Otdr Bbq-Firepit,Garage,9.0,2.0,297.07000000000005,Ravine,,Community Centre,"$3,888,000"
925,"38 WOODTHRUSH CRT, Toronto, Ontario, M2K 2B1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,"Park, Public Transit, Schools","40.68 x 338 FT ; Diamond-Shpd:Ttl 31,488.18Sf-Irregular",Garage,10.0,2.0,116.09,"Wooded area, Ravine",,,"$3,588,000"
926,"36 COSMIC DR, Toronto, Ontario, M3B 3G2",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,5+1,5.0,"Park, Public Transit, Schools",51.44 x 147.11 FT ; Bck 101.55'-Spectacular Lndscpd-Irregula,Garage,8.0,2.0,180.73999999999995,,,Community Centre,"$3,580,000"
927,"31 WEBSTER AVE, Toronto, Ontario, M5R 1N6",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3,5.0,,19.5 x 100.09 FT,Garage,2.0,3.0,192.24000000000004,,,,"$3,195,000"
928,"155 HIGHLAND CRES, Toronto, Ontario, M2L 1H2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,"Park, Public Transit, Schools",60 x 147.64 FT ; South Lt-Large Decked/Storm Dr,Attached garage,6.0,2.0,,Ravine,,Community Centre,"$3,188,000"
929,"883 AVENUE RD, Toronto, Ontario, M5P 2K7",Detached,House,Finished,Stucco,,Freehold,Single Family,8+2,6.0,,36.25 x 119.33 FT,Detached garage,3.0,,,,,,"$2,995,000"
930,"228 WILFRED AVE, Toronto, Ontario, M2N 5E3",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit",40 x 150 FT ; Landscaped-Inrkng Dvway-Flagstone Porch,Garage,6.0,2.0,,Rolling,,Community Centre,"$2,888,000"
931,"304 JOHNSTON AVE, Toronto, Ontario, M2N 1H7",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit, Schools",50 x 146 FT ; Irregular As Per Survey 39.99 Rear,Garage,4.0,2.0,,,,Community Centre,"$2,799,000"
932,"219 BURBANK DR, Toronto, Ontario, M2K 1P5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Public Transit, Schools",69.19 x 130.2 FT ; Backing To Spectacular Ravine-Table Land,Attached garage,8.0,2.0,,"Cul-de-sac, Ravine",,Community Centre,"$2,788,000"
933,"677 BRIAR HILL AVE, Toronto, Ontario, M6B 1L4",Detached,House,Finished,Brick,,Freehold,Single Family,4+1,4.0,,50 x 110 FT,Attached garage,3.0,2.0,147.26,,,,"$2,747,000"
934,"157 BURNETT AVE, Toronto, Ontario, M2N 1V6",Detached,House,,Brick,Yes,Freehold,Single Family,4+1,5.0,,50 x 117.66 FT,Garage,6.0,2.0,167.1,,,,"$2,688,000"
935,"117 CITATION DR, Toronto, Ontario, M2K 1T3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,,80 x 190.81 FT ; As Per Survey,Garage,8.0,2.0,123.73,,,,"$2,599,999"
936,"136 HOMEWOOD AVE, Toronto, Ontario, M2M 1K3",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+2,5.0,"Park, Public Transit, Schools",50 x 132 FT ; Reg Lt-Close To Yonge/Pk:Close To Yonge!,Garage,6.0,2.0,243.1,,,Community Centre,"$2,599,000"
937,"69 NORTHCOTE AVE, Toronto, Ontario, M6J 3K2",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3+1,4.0,"Hospital, Park, Public Transit, Schools",20.93 x 120.5 FT,Detached garage,2.0,3.0,134.16,Lane,,,"$2,595,000"
938,"48 JOHNSTON AVE, Toronto, Ontario, M2N 1G8",Detached,House,Unfinished,Stone,Yes,Freehold,Single Family,4,3.0,,66.65 x 130 FT,Attached garage,2.0,2.0,,Lane,,,"$2,580,000"
939,"476 SUMMERHILL AVE, Toronto, Ontario, M4W 2E4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+1,4.0,"Park, Public Transit, Schools",25.17 x 120 FT,,1.0,3.0,142.04,Ravine,,,"$2,549,000"
940,"1064 COLLEGE ST, Toronto, Ontario, M6H 1A9",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4,4.0,,18.17 x 90 FT,,,3.0,78.39,,,,"$2,495,000"
941,"139 CAMERON AVE, Toronto, Ontario, M2N 1E4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Public Transit, Schools",40 x 126.5 FT ; Bckng To City-Park:Spectacular:Landscap,Garage,6.0,2.0,,"Wooded area, Ravine",,Community Centre,"$2,488,000"
942,"286 KINGSDALE AVE, Toronto, Ontario, M2N 3X4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+2,5.0,"Park, Public Transit, Schools",43 x 122 FT ; Interkng Drvway/Landscaped Reg Lot,Garage,6.0,2.0,187.89,,,Community Centre,"$2,399,000"
943,"41 FRANKLIN AVE, Toronto, Ontario, M2N 1B8",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit",32.11 x 134.02 FT ; Back 45.38Ft Wider:Close To Yonge,Attached garage,4.0,2.0,166.12,Ravine,,,"$2,388,000"
944,"133 OLIVE AVE, Toronto, Ontario, M2N 4P2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+3,5.0,"Park, Public Transit","40 x 160 FT ; Southern Lot! Deck,Fence,Patio In Bckyrd",Garage,6.0,2.0,127.13,Level lot,,,"$2,338,800"
945,"5 MIDLAND AVE, Toronto, Ontario, M1N 3Z5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,,50 x 300 FT ; Widens In Rear To 182' See Survey,Attached garage,4.0,2.0,131.26000000000002,,,,"$2,299,999"
946,"105 PAGE AVE, Toronto, Ontario, M2K 2B8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5+1,6.0,"Public Transit, Schools",66.24 x 180 FT ; Irregular-Back On Ravine Land,Attached garage,8.0,2.0,204.76,Ravine,,,"$2,238,000"
947,"337 CENTENNIAL RD, Toronto, Ontario, M1A 2A4",Detached,House,,"Brick, Stone",Yes,Freehold,Single Family,4,5.0,"Public Transit, Schools",50 x 206.59 FT ; Deep Pool-Sized Lot,Garage,7.0,2.0,,Wooded area,,Community Centre,"$2,150,000"
948,"44 GATEHEAD RD, Toronto, Ontario, M2J 2P5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,"Hospital, Park, Public Transit",42.28 x 152.12 FT ; Widens At Rear,Garage,6.0,2.0,91.03,,,,"$1,988,888"
949,"32 VIEWMOUNT AVE, Toronto, Ontario, M6B 1T4",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,3+1,4.0,,50 x 140 FT,Attached garage,5.0,2.0,97.89,,,,"$1,978,000"
950,"159 YORKVIEW DR, Toronto, Ontario, M2R 1K2",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,3+3,4.0,"Park, Public Transit, Schools",60 x 125 FT,Attached garage,8.0,1.0,71.33,,,,"$1,899,000"
951,"39 BEECHWOOD DR, Toronto, Ontario, M4K 3H7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,"Hospital, Park, Public Transit, Schools",101.58 x 97.09 FT,Attached garage,5.0,2.0,148.87,,,Community Centre,"$1,889,000"
952,"626 MANNING AVE, Toronto, Ontario, M6G 2V9",Semi-Detached,House,,Brick,,Freehold,Single Family,3+1,3.0,,22.8 x 116 FT,Detached garage,2.0,3.0,124.28000000000002,Lane,,,"$1,850,000"
953,"48 CAMBERWELL RD, Toronto, Ontario, M6C 3E8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",35 x 105 FT,Attached garage,3.0,2.0,100.7,,,,"$1,819,000"
954,"120 VIRGINIA AVE, Toronto, Ontario, M4C 2T2",Detached,House,Finished,Stucco,,Freehold,Single Family,4,5.0,"Hospital, Park, Public Transit, Schools",30 x 105 FT,Garage,2.0,2.0,,,,Community Centre,"$1,788,000"
955,"60 SINGLETON RD, Toronto, Ontario, M1R 1H9",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",42 x 125 FT,Garage,3.0,2.0,158.71,,,,"$1,769,000"
956,"1040 AVENUE RD, Toronto, Ontario, M5N 2C4",Townhouse,Row / Townhouse,,"Brick, Stone",Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",,Attached garage,2.0,3.0,122.85,,,,"$1,755,000"
957,"819 WILLOWDALE AVE, Toronto, Ontario, M2N 5B7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,,50.07 x 136.36 FT,Attached garage,6.0,2.0,,,,,"$1,750,000"
958,"257 OLIVE AVE, Toronto, Ontario, M2N 4P5",Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,43 x 160 FT,Attached garage,3.0,1.0,70.33999999999999,,,,"$1,750,000"
959,"70 BUDE ST, Toronto, Ontario, M6C 1X8",Detached,House,Finished,"Stone, Stucco",,Freehold,Single Family,3,5.0,"Park, Public Transit, Schools",25 x 90 FT,Garage,2.0,2.0,,,,Community Centre,"$1,739,000"
960,"61 VIRGINIA AVE, Toronto, Ontario, M4C 2S8",Detached,House,Finished,"Stone, Stucco",,Freehold,Single Family,3,4.0,"Hospital, Park, Public Transit, Schools",25 x 100 FT,Garage,2.0,2.0,,,,Community Centre,"$1,739,000"
961,"14 ALONZO RD, Toronto, Ontario, M2R 1T5",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",50 x 133 FT,Attached garage,6.0,2.0,94.1,,,,"$1,699,000"
962,"50 RIDGEVALE DR, Toronto, Ontario, M6A 1L1",Detached,House,Finished,Stucco,,Freehold,Single Family,3+1,4.0,,49.02 x 120 FT,,3.0,2.0,79.61000000000001,,,,"$1,695,000"
963,"185 COTTONWOOD DR, Toronto, Ontario, M3C 2B3",Detached,House,Finished,"Brick, Vinyl",Yes,Freehold,Single Family,3+2,4.0,"Hospital, Park, Public Transit, Schools","65 x 100 FT ; *Reno'd 2 The Studs! 13',10',8' Ceiling*",Attached garage,3.0,1.0,81.00999999999998,,,,"$1,688,000"
964,"30 CASWELL DR, Toronto, Ontario, M2M 3L9",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",60 x 149 FT ; Large Lot:Reno'd Hm-Quiet Court,Attached garage,5.0,1.0,89.43,,,Community Centre,"$1,558,000"
965,"1122 GLENCAIRN AVE, Toronto, Ontario, M6B 2B4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+1,4.0,,40 x 132 FT,Attached garage,5.0,2.0,159.58,,,,"$1,550,000"
966,"107 ARMOUR BLVD, Toronto, Ontario, M3H 1L8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,54 x 196 FT,,3.0,,,Lane,,,"$1,549,000"
967,"26 VANEVERY ST, Toronto, Ontario, M8V 1Y6",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+1,5.0,"Park, Public Transit, Schools",25 x 148.16 FT ; Deep Lot-Landscaped:Conveniently Located,Detached garage,3.0,2.0,110.46,,,Community Centre,"$1,548,000"
968,"24 BATHFORD CRES, Toronto, Ontario, M2J 2S4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+2,2.0,,"55.71 x 110.37 FT ; North-57.38,West-109.91",Attached garage,3.0,1.0,81.18,,,,"$1,499,900"
969,"41 RONCESVALLES AVE, Toronto, Ontario, M6R 2K4",Townhouse,Row / Townhouse,Unfinished,,,Freehold,Single Family,4,4.0,,16.91 x 74.67 FT,,,,,,,,"$1,499,000"
970,"151 PARK HOME AVE, Toronto, Ontario, M2N 1W7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,"Park, Public Transit",53.33 x 132 FT ; South Lot-Close To Yonge Subway,Detached garage,5.0,1.0,64.03999999999999,,,Community Centre,"$1,498,880"
971,"776 PALMERSTON AVE, Toronto, Ontario, M6G 2R5",Semi-Detached,House,,Stucco,,Freehold,Single Family,4+1,3.0,"Hospital, Park, Public Transit, Schools",16.67 x 100 FT,,,3.0,96.24,,,,"$1,490,000"
972,"190 TORRESDALE AVE, Toronto, Ontario, M2R 3E4",Detached,House,,"Brick, Stone",Yes,Freehold,Single Family,4+4,6.0,"Hospital, Park, Public Transit, Schools",39 x 149 FT ; Irregular Pie,Garage,6.0,1.0,128.7,,,School Bus,"$1,488,888"
973,"23 BRADMORE AVE, Toronto, Ontario, M9M 1K1",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,5+2,3.0,,70 x 90.33 FT,Garage,8.0,2.0,111.18000000000002,,,,"$1,289,000"
974,"3862 ELLESMERE RD, Toronto, Ontario, M1C 1J1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,,52 x 145 FT,Garage,10.0,1.0,85.53,,,,"$1,180,000"
975,"568 WOODBINE AVE, Toronto, Ontario, M4E 2H8",Semi-Detached,House,,Brick,Yes,Freehold,Single Family,2+1,3.0,,16.1 FT ; Please See Description In Schedule C,Detached garage,1.0,2.0,88.52,Lane,,,"$1,150,000"
976,"80 GLEN WATFORD DR, Toronto, Ontario, M1S 2C7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,2+3,2.0,,60 x 197 FT,Attached garage,7.0,1.0,74.74,,,,"$1,099,000"
977,"327 HUNTSMILL BLVD, Toronto, Ontario, M1W 3C9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,50 x 111.27 FT,Garage,4.0,1.0,80.54,,,,"$1,098,000"
978,"77 COMMONWEALTH AVE, Toronto, Ontario, M1K 4K4",Detached,House,Finished,Brick,,Freehold,Single Family,4+3,4.0,"Park, Public Transit, Schools",40 x 137.5 FT,Attached garage,3.0,2.0,125.06,,,,"$1,069,000"
979,"10 PITFIELD RD, Toronto, Ontario, M1S 1X7",Detached,House,,Brick,,Freehold,Single Family,3+3,3.0,,47.5 x 135 FT,Attached garage,3.0,1.0,115.62,,,,"$999,900"
980,"74 DRYDEN WAY, Toronto, Ontario, M9R 0B2",Townhouse,Row / Townhouse,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",18.37 FT,Garage,2.0,2.0,119.27,,,,"$998,000"
981,"46 WILDERNESS DR, Toronto, Ontario, M1V 3P6",Detached,House,Finished,"Aluminum siding, Brick",Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools",9 x 33.5 M,Attached garage,4.0,2.0,135.36,,,,"$990,000"
982,"615 MORTIMER AVE, Toronto, Ontario, M4C 2J6",Detached,House,,Brick,,Freehold,Single Family,2+1,2.0,,29.83 x 99.31 FT,Detached garage,5.0,1.0,52.6,,,,"$899,000"
983,"1159 GERRARD ST E, Toronto, Ontario, M4L 1Y3",Semi-Detached,House,Unfinished,Brick,,Freehold,Single Family,3,2.0,,19.5 x 99 FT,,1.0,2.0,75.01,,,,"$899,000"
984,"15 WALLIS CRES, Toronto, Ontario, M9V 4K2",Detached,House,,"Aluminum siding, Brick",,Freehold,Single Family,3+1,3.0,,21.28 x 110.28 FT ; Pie Shaped,Attached garage,5.0,2.0,,,,,"$849,900"
985,"22 TEDDER ST, Toronto, Ontario, M6M 4X1",Detached,House,,Aluminum siding,,Freehold,Single Family,3+1,3.0,"Hospital, Park, Public Transit, Schools",40 x 118.25 FT,Detached garage,5.0,2.0,111.88,,,Community Centre,"$849,900"
986,"64 HUTCHERSON SQ, Toronto, Ontario, M1B 1C5",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3+3,3.0,,45.23 x 150 FT,,2.0,1.0,71.65,,,,"$799,888"
987,"103 DENTON AVE, Toronto, Ontario, M1L 1G5",Detached,House,Partially finished,Concrete,,Freehold,Single Family,1+2,1.0,,20 x 118 FT,,1.0,1.0,43.05,,,,"$679,000"
988,"415 GLENAYR RD, Toronto, Ontario, M5P 3C8",Detached,House,Finished,Stone,Yes,Freehold,Single Family,6+1,7.0,"Park, Public Transit, Schools",56 x 157 FT,Garage,8.0,3.0,247.94000000000003,"Wooded area, Conservation/green belt",,,"$6,145,000"
989,"259 HOLLYWOOD AVE, Toronto, Ontario, M2N 3K8",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+1,6.0,,40 x 128.83 FT,Attached garage,6.0,2.0,262.72,,,,"$3,499,000"
990,"136 DOVERCOURT RD, Toronto, Ontario, M6J 3C4",Detached,House,Finished,Brick,,Freehold,Single Family,4+2,5.0,,25.13 x 132 FT,Detached garage,2.0,3.0,156.26,Lane,,,"$3,389,000"
991,"372 MERTON ST, Toronto, Ontario, M4S 1B3",Fourplex,Multi-Family,,,,,Multi-family,,,,21.49 x 176 FT,,,,,,,,"$1,975,000"
